id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9
1,0.024819005053258725,0.0002537815583949384,2.180184912254952e-05,0.004918686347064102,0.001441250739647583,0.48965366000120514,0.0024386147275926675,0.002822082194950504,0.47363111752876397
2,0.03951666835471646,0.002186511232292451,0.012977611660237101,0.003971709607621206,0.016493868424174937,0.009344470106578092,0.008706388193638044,0.5009988739399396,0.4058038984808024
3,0.007901840250966177,8.54711801985724e-06,0.0002471933912582507,0.0004693371075916377,0.001888190136508302,0.06091712288254711,0.0032025521315006736,0.9031111539736698,0.02225406300793794
4,0.02627924041542669,0.0010094610705101196,0.0022047588424116355,0.0017666603223853768,0.027957831380050657,0.006618803932682439,0.0014862910480434586,0.18658603805640658,0.746090914932083
5,4.557320918444382e-05,0.8381967661527941,0.1352130702926378,0.022530800157019387,0.0034017235105975934,6.992899764414871e-05,0.00035150399407981805,3.7350060399826735e-05,0.00015328362564235714
6,0.0070726589875756704,0.5347336302171288,0.3513927374146747,0.012220993262431078,0.01212508644824456,0.010040152098025175,0.04113660283140025,0.030398862622049258,0.0008792761184704073
7,0.03281219686777244,0.03513239470643448,0.019908165791091104,0.18655785858207138,0.012263204798331217,0.4938397823801978,0.06802444714118999,0.030635109245250498,0.12082684048766099
8,0.13271385120871615,0.20960191992335941,0.033942540071054066,0.02713407126402567,0.06626596506969785,0.11628001866603234,0.03834797410986843,0.07434942980138204,0.3013642298858641
9,0.088861047018686,0.0009201539635317767,0.004120131254032324,0.00018257697744475393,0.00035434654347252367,0.03973103102046757,0.11596270208794686,0.7454207196617739,0.00444729147264467
10,0.0009855148970183702,0.5994565088086399,0.20319100207030927,0.16974009496514872,0.009379233290012282,0.005329188133703397,0.00807687030043298,0.0009899922587233516,0.0028515952760117544
11,0.008560613848866479,0.308425794988052,0.5632459097832062,0.022688282360711215,0.004029854781862657,0.0031819552868022987,0.0570752859890995,0.028012941081118403,0.004779361880281039
12,0.046348790338236516,0.0009041123540972527,1.524940277143767e-05,0.00015451277869811574,0.00020513332657051204,0.0047064388412178,0.0007176568177155564,0.0004023501968648263,0.9465457559438285
13,0.1200112903508868,0.15432701265828797,0.07387500168120949,0.04096884824733152,0.037457179414883496,0.17068640963523332,0.10153127352616312,0.16299759567090927,0.1381453888150949
14,0.1889418874802117,0.0553102214891794,0.008153302193052332,0.004626151818482284,0.022729984780724057,0.039196425024600336,0.019385437557392648,0.06359828323810815,0.5980583064182492
15,0.0008119189558158722,3.892452422866971e-06,4.6551276706194076e-06,0.0007738671206268958,0.0009118508687369945,0.9850454606977553,0.000507351812664321,0.010564711067502534,0.0013762918968047593
16,0.00019587813251009735,0.49101509468091525,0.4778541159769521,0.012127501692895365,4.509489874733947e-05,9.890889245744687e-05,0.01849383647647469,0.00013217001942471943,3.739922962336605e-05
17,0.007568881873640174,1.2550953323629046e-05,0.0003644589517476919,7.348355863120197e-06,0.0009564672608753468,0.00036474977477467344,0.0005611653981581365,0.9768840558658937,0.01328032156572367
18,0.16082822606176178,0.020436113105985112,0.0037387391097330625,0.0030024748215177616,1.2845934825633895e-05,0.06906875242519377,0.7191950882578211,0.003998903214373414,0.01971885706878877
19,0.0012463747176192014,0.7172343758179054,0.1582537857162366,0.09548515807274804,0.014140385145340956,0.0025236788132605285,0.004255325882748406,0.0008740202764525105,0.00598689555768861
20,0.0015303848697188467,4.53941926037669e-05,9.907824316015625e-06,0.0004884779763601604,0.0002687989403338704,0.9925455020151488,0.0020724863323333706,0.0027793883200496776,0.0002596595291354291
21,0.0002132936638203845,2.569468352364316e-06,7.657402852799182e-07,0.0004282231528635301,0.00013451258602632454,0.9981868220065687,0.00024084004071319926,0.0006223929791895687,0.00017058036218009246
22,0.01741397745721003,0.16936299824205883,0.41788171241457706,0.009212617648684291,0.009158705191064938,0.022572139601017744,0.12623547575128438,0.22689889646938619,0.001263477224716682
23,0.5483417020303961,0.005622654924353065,0.003127879824912804,0.00015227249582254243,0.00015951882119917261,0.019477381191705813,0.19867098573098096,0.16313156316681995,0.06131604181380956
24,0.005651940534901562,1.970594715365689e-06,9.187309087408173e-05,3.4005202113361125e-07,2.1279652498106525e-05,0.00041819212481481615,0.0021191145330252607,0.9915124470158329,0.00018284240131687866
25,0.001340868385712124,0.658707928125982,0.17517394559381977,0.13310502953829761,0.0023224172793584416,0.0070755316308734615,0.020101824679652786,0.0006271162448733788,0.0015453385214302898
26,0.013922558152575462,0.0008636517529426952,0.00021386636868486695,0.006586964313253325,0.0003243402215394995,0.937494856475858,0.027812372904194683,0.005231724241253131,0.007549665569698554
27,0.00021822075239992587,0.5727742543506035,0.3517687941392375,0.06742437205900988,0.0012065028312800447,0.0004677248019078767,0.005561878677781786,0.00024912490782025683,0.00032912747995882764
28,0.002077253552486326,0.8510328484057521,0.11080624512120449,0.021271892257641,0.001973027487406228,0.0011950759639219278,0.008644980470928633,0.00046958208573063523,0.002529094654928811
29,0.03611700412128421,0.0006829622723365359,6.463737396525058e-05,0.0001088476768573265,0.000989399223185788,0.0015441770511422036,0.00045199500975284064,0.0036341701952494862,0.956406807076226
30,0.13891210052615557,2.5358581769573698e-05,7.272438453544206e-07,1.9005421664019858e-05,4.2499042460514164e-05,0.05777404069525643,0.0012527153084845488,0.0022954731411671393,0.799678080039197
31,0.27159690296480204,0.051406133573508504,0.008767836589435505,0.006586655192985536,0.017972536864649613,0.16574366249339229,0.055619598715933784,0.11307678261185185,0.30922989099344117
32,0.0013729300651287865,0.4106017032253245,0.5424858770625566,0.006671661904348265,0.0038220412206865285,0.0016593541900496581,0.021328864887113004,0.011950798324369636,0.00010676912042355843
33,0.0007269950259780462,0.6015019156462894,0.30460010535342963,0.05581261244274451,0.0002446586147614605,0.001485019979014144,0.035024158464159155,0.00031946435472497557,0.0002850701188984721
34,0.18074114119914386,0.004057037955027285,0.0022368871192564627,0.0005809766807948931,0.021871421154321963,0.06843758846119699,0.013711744612689761,0.5431982053919101,0.1651649974256587
35,3.767953258029681e-05,0.6373859051695403,0.29491842297250376,0.06493534932658827,0.0016336616684406765,7.764234910655765e-05,0.0007927560277680877,4.6067500261154175e-05,0.00017251545321092304
36,0.09000031938169933,0.00070406450171473,0.0024658243057850463,0.00042676295572288843,0.001427338854885702,0.06995453081256554,0.04984962343658841,0.7641809063072367,0.02099062944380195
37,0.005962407205946398,0.7552564213284636,0.1670396598798117,0.03228888832808267,0.005730803894271985,0.00457469024314764,0.02007550935816837,0.0029188083685306454,0.006152811393576813
38,0.1252304708900409,0.0033361227393436973,0.0004929101726212634,0.0006986932857490657,0.0026609925933316456,0.016090906851524964,0.0055754864944796536,0.021458587684904724,0.8244558292880039
39,0.00015279745618755416,0.5336892755211514,0.3694858269648196,0.08950526311464096,0.0009361219575200711,0.000437540547243861,0.005359680630452294,0.00017714659720622207,0.0002563472107784802
40,0.1250491978059689,0.004809294643395225,0.0037430075267938165,0.0020325741519566748,0.03237088247246235,0.06576244696636954,0.012051437723935096,0.4169203642070964,0.33726079450202207
41,0.0003425578853708488,1.2235126695559235e-06,7.058696792051865e-07,0.00021562778033020548,8.058004727669108e-05,0.9971725339974981,0.000393498626752274,0.0016201417382179333,0.00017313054220570171
42,0.010914501347139366,0.0005697683087943834,0.00013871070378052277,0.002603500595249335,3.0743093721090163e-07,0.4794250745417428,0.5056965804840865,0.00029044493176613235,0.0003611116565034289
43,0.0023769846501525377,0.6249001275081273,0.3327267840296807,0.005184488279103807,0.00861979231144867,0.0018958382303717355,0.013502268097813498,0.010516527202037258,0.00027718969126455705
44,0.04274780598866458,1.2467231515605634e-05,9.378723144517078e-05,4.428978198491315e-06,0.00010114524705751481,0.01217351099806403,0.009524459663415941,0.9325009347480031,0.0028414599136356057
45,0.00020222930866710127,1.4168909304703185e-06,1.636818628905861e-06,0.00017418259489718842,6.609099478833938e-05,0.9960330333693725,0.0006566790230100563,0.0028401373992345083,2.459360047013831e-05
46,0.00430505786913856,4.091479225611162e-05,0.0013618300166638973,5.008237515722608e-05,0.0011068276032559935,0.00338845501251706,0.002894911176921872,0.9855612459003704,0.0012906752537184894
